,0
149,0.6137153293281409
150,0.5673291366020141
151,0.6392895055761636
152,0.28052997210839287
153,0.467006922196199
154,0.49658602263632245
155,0.8797788459973155
156,0.828363425836526
157,0.23163295424324415
158,0.9007802910163988
159,0.49226450576210046
160,0.2568385547072484
161,0.7702450184415167
162,0.7694894314772137
163,0.7124890542167496
164,0.7561583696914674
165,0.24201020094354733
166,0.5525788074437074
167,0.4919010370212048
168,0.6060152691878941
169,0.5614063425995026
170,0.7380521685899335
171,0.26855785580566394
172,0.5971243084586955
173,0.3119498424211492
174,0.4229936856889578
175,0.821195288712128
176,0.5915856144622513
177,0.8495727536602189
178,0.4016301115203934
179,0.36722239407208057
180,0.4879977205166348
181,0.3402670951715437
182,0.26340232704773203
183,0.6092845161489178
184,0.7325505227716107
185,0.695195271850084
186,0.6291848268697792
187,0.862789693124896
188,0.7017620869832445
189,0.2947444389458703
190,0.5776859323458752
191,0.5585438242388867
192,0.6217710033010011
193,0.5061004829007262
194,0.5341625829995371
195,0.903814836502134
196,0.472569644295074
197,0.8573911447180984
198,0.654526228933982
199,0.7347324666319992
200,0.4287807659838883
201,0.6049575271040404
202,0.5281883434201142
203,0.4587571240393429
204,0.7547264750002398
205,0.29521452516973956
206,0.2732785810787605
207,0.6111283923577496
208,0.8498542478949951
209,0.4160543060678735
210,0.5829910981917298
211,0.9089490259933444
212,0.921155743987701
213,0.31135315932530205
214,0.42720871051574083
215,0.4046885081673426
216,0.36646584735713816
217,0.27017165713518265
218,0.8442713324778797
219,0.8180521189701485
220,0.7711197026008291
221,0.9275921343492971
222,0.42400712355557946
223,0.33886297732929865
224,0.8021137247664455
225,0.920842488811922
226,0.8170491404152656
227,0.26972682620700567
228,0.8718923456982862
229,0.5712716122327642
230,0.5793244681436687
231,0.3356580627484802
232,0.5633672660197234
233,0.3934278955566072
234,0.5931066512088954
235,0.796432074051285
236,0.8040571988573417
237,0.8305960434429814
238,0.4330359097126466
239,0.35259768817165577
240,0.636607564533953
241,0.816358446362955
242,0.5692606824505344
243,0.7251359686293124
244,0.5988658444522585
245,0.385401797945972
246,0.4979504811232621
247,0.3267100097952049
248,0.39526543730264496
249,0.30011266196029085
250,0.8839548934955076
251,0.557390910731311
252,0.5168587617900657
253,0.7250414968194351
254,0.7758292732497675
255,0.4175412555969165
256,0.25447067032260534
257,0.8890347681790264
258,0.7290370274419165
259,0.5392990266317348
260,0.6822294756924135
261,0.7282930894029647
262,0.8414609372755955
263,0.7609425409087412
264,0.440871478980429
265,0.3356141743338284
266,0.8610140379011105
267,0.4810945976251543
268,0.3731490435195126
269,0.7031624831705992
270,0.30696363139491356
271,0.38617644182581035
272,0.3773209542128002
273,0.307135008925918
274,0.3608450390139904
275,0.5754024945864102
276,0.26183466130204813
277,0.8997874465679415
278,0.49231578373852747
279,0.8006765468342834
280,0.8014985216277004
281,0.4211753016923014
282,0.7430596838358215
283,0.5131981716656779
284,0.643891066380193
285,0.5155362704895852
286,0.35973324434614407
287,0.9157194199759652
288,0.7400969968045541
289,0.25816185261116725
290,0.6362729784719648
291,0.5871331197016908
292,0.6247314578866806
293,0.6822063812234921
294,0.7140455892314309
295,0.9270725475336535
296,0.7564954793279406
297,0.24351376290387977
298,0.2881884695193548
299,0.3249699203116036
300,0.5828709919630669
301,0.8244817827886831
302,0.29368109263709324
303,0.5829571105326541
304,0.3327566825818404
305,0.2669128746859356
306,0.37208863466282377
307,0.39850199679738396
308,0.7362763136118479
309,0.6989955740991209
310,0.8572227672920625
311,0.4914317284034818
312,0.7315091325530694
313,0.45530006119556643
314,0.6673091122351188
315,0.9024943304646136
316,0.42423213669059157
317,0.5306854718755329
318,0.7542509125318339
319,0.5103007301650894
320,0.664905249923589
321,0.7872734476465323
322,0.24673386064524844
323,0.746265860549404
324,0.49644926115879495
325,0.2715675712903712
326,0.8973772206007193
327,0.30111272260183397
328,0.4613093740474581
329,0.6807592318035183
330,0.839775096185416
331,0.9082983694555161
332,0.601314725958752
333,0.27676131477216237
334,0.50516077619266
335,0.9126322301686209
336,0.3971685538336872
337,0.8867583105762509
338,0.7950445805038928
339,0.5058924112395186
340,0.5199195853683504
341,0.4331457181332511
342,0.7022544594537631
343,0.9183583339902561
344,0.8280484685032037
345,0.8396451557633466
346,0.40617611781223034
347,0.7509385948674765
348,0.6006369541638216
349,0.7014012798866427
350,0.36764712992538434
351,0.8696818316000459
352,0.2923555246160945
353,0.5034676479047709
354,0.5593970033818637
355,0.6804458304431252
356,0.45926257246251634
357,0.5932420499641089
358,0.7046701701560675
359,0.5980114462178522
360,0.28007834643064855
361,0.7524403736238469
362,0.3621013594001232
363,0.7582424653142341
364,0.9095029497050289
365,0.627203889300593
366,0.36464411011156894
367,0.8404513280053234
368,0.9146239422774057
369,0.36926982797432356
370,0.7844563240607161
371,0.302630600572706
372,0.33928917900099587
373,0.5610598223315792
374,0.31019363483772544
375,0.469076578280922
376,0.2710832644583778
377,0.7204502935932537
378,0.6424113220952916
379,0.6723877908969329
380,0.6435126245429829
381,0.8265539733121302
382,0.7673272190872035
383,0.517499890453062
384,0.815683869612453
385,0.23475159303187892
386,0.5804282273709741
387,0.7782991157210041
388,0.27201237898706265
389,0.7862664984109484
390,0.7798845745472659
391,0.9164570389852225
392,0.4378784699394933
393,0.6691329328497457
394,0.3235733246251021
395,0.8096634376638404
396,0.7692671862089093
397,0.7712907422404547
398,0.4191818926528498
399,0.6571272777186243
400,0.8704504521917475
401,0.6813637487242555
402,0.2823978327090364
403,0.8860720825944185
404,0.719491871993097
405,0.5897406943247466
406,0.7359115714753403
407,0.8516368803365101
408,0.7638418752142732
409,0.8269004055828025
410,0.8498683492617305
411,0.8758018872576413
412,0.9111964598389413
413,0.9232239676534622
414,0.48521641219022926
415,0.3141458435428417
416,0.8148458742110182
417,0.4233012957410796
418,0.6633445226498401
419,0.8898685914330312
420,0.46509212897016583
421,0.8507586766416204
422,0.8459769154757989
423,0.7057307552425593
424,0.6595082313315958
425,0.4609355029865995
426,0.46980764374412187
427,0.525864598864378
428,0.4844613860242226
429,0.36755355021150093
430,0.8403645085559391
431,0.2760372237632111
432,0.3315552513354742
433,0.45940202208050573
434,0.68412842435015
435,0.9079697214071109
436,0.871106707582096
437,0.8608597487446162
438,0.85233342092562
439,0.8826828650018168
440,0.3331099851354443
441,0.6824817304374098
442,0.7913161968634933
443,0.30769556742687815
444,0.7603445795142925
445,0.32248844980230673
446,0.7577343698883097
447,0.3647029576736258
448,0.5359901367153769
449,0.837904588816788
450,0.5331986084342518
451,0.35074425154918043
452,0.3379453379411895
453,0.562093086541981
454,0.6364308949722101
455,0.8984430419702236
456,0.8819481720628944
457,0.401406611477488
458,0.3896549924700209
459,0.6239935732062101
460,0.5473522175477578
461,0.3823356978522574
462,0.47146704010477625
463,0.2947748519869238
464,0.49385521047243397
465,0.6265020181879122
466,0.32442630700415775
467,0.6825173511368167
468,0.6477861498065361
469,0.4383299781331661
470,0.7382156888007135
471,0.7749408391858382
472,0.7255985756618768
473,0.43464210397693714
474,0.5540303187174029
475,0.6296937432883364
476,0.38453078464002666
477,0.33633322166366075
478,0.7252185450577358
479,0.7493453059604661
480,0.5594699474212359
481,0.718870412778152
482,0.6970974412558071
483,0.500945264809394
484,0.7686865495547565
485,0.6998743312576059
486,0.5552878746859037
487,0.42415783810434726
488,0.3746882506773224
489,0.8053845415337872
490,0.5677714889252277
491,0.5825090760500492
492,0.41533061430391627
493,0.7608002381966184
494,0.6737387137120794
495,0.4012086432133792
496,0.8060586525866128
497,0.5705582495635784
498,0.3243145233862346
499,0.6762039300742575
